"id","timestamp","os_name","cohort_date","value_D0"
1086,"2023-05-21 00:00:00",windows,"2023-05-21",28135
1089,"2023-05-21 00:00:00",ipados,"2023-05-21",408
1092,"2023-05-21 00:00:00",winphone,"2023-05-21",8
1095,"2023-05-20 00:00:00",ipados,"2023-05-20",402
1098,"2023-05-20 00:00:00",windows,"2023-05-20",29906
1101,"2023-05-20 00:00:00",macos,"2023-05-20",274
1104,"2023-05-20 00:00:00",android,"2023-05-20",9008
1107,"2023-05-20 00:00:00",ios,"2023-05-20",13204
1110,"2023-05-20 00:00:00",winphone,"2023-05-20",8
1113,"2023-05-19 00:00:00",macos,"2023-05-19",303
1116,"2023-05-19 00:00:00",winphone,"2023-05-19",4
1119,"2023-05-19 00:00:00",ipados,"2023-05-19",381
1122,"2023-05-19 00:00:00",ios,"2023-05-19",12576
1125,"2023-05-19 00:00:00",windows,"2023-05-19",31579
1128,"2023-05-19 00:00:00",android,"2023-05-19",8942
1131,"2023-05-18 00:00:00",windows,"2023-05-18",32524
1134,"2023-05-18 00:00:00",winphone,"2023-05-18",7
1137,"2023-05-18 00:00:00",ipados,"2023-05-18",367
1140,"2023-05-18 00:00:00",ios,"2023-05-18",12609
1143,"2023-05-18 00:00:00",macos,"2023-05-18",326
1146,"2023-05-18 00:00:00",android,"2023-05-18",8854
1149,"2023-05-17 00:00:00",winphone,"2023-05-17",12
1152,"2023-05-17 00:00:00",macos,"2023-05-17",425
1155,"2023-05-17 00:00:00",android,"2023-05-17",9655
1158,"2023-05-17 00:00:00",ipados,"2023-05-17",353
1161,"2023-05-17 00:00:00",ios,"2023-05-17",12835
1164,"2023-05-17 00:00:00",windows,"2023-05-17",32080
1167,"2023-05-16 00:00:00",ios,"2023-05-16",12788
1170,"2023-05-16 00:00:00",macos,"2023-05-16",396
1173,"2023-05-16 00:00:00",ipados,"2023-05-16",356
1176,"2023-05-16 00:00:00",android,"2023-05-16",10071
1179,"2023-05-16 00:00:00",windows,"2023-05-16",32443
1182,"2023-05-16 00:00:00",winphone,"2023-05-16",7
1185,"2023-05-15 00:00:00",windows,"2023-05-15",32583
1188,"2023-05-15 00:00:00",ios,"2023-05-15",12868
1191,"2023-05-15 00:00:00",android,"2023-05-15",8729
1194,"2023-05-15 00:00:00",macos,"2023-05-15",325
1197,"2023-05-15 00:00:00",winphone,"2023-05-15",9
1200,"2023-05-15 00:00:00",ipados,"2023-05-15",371
1203,"2023-05-14 00:00:00",ipados,"2023-05-14",418
1206,"2023-05-14 00:00:00",ios,"2023-05-14",13966
1209,"2023-05-14 00:00:00",windows,"2023-05-14",29508
1212,"2023-05-14 00:00:00",android,"2023-05-14",9557
1215,"2023-05-14 00:00:00",macos,"2023-05-14",336
1218,"2023-05-14 00:00:00",winphone,"2023-05-14",10
1221,"2023-05-13 00:00:00",winphone,"2023-05-13",2
1224,"2023-05-13 00:00:00",ios,"2023-05-13",13215
1227,"2023-05-13 00:00:00",macos,"2023-05-13",367
1230,"2023-05-13 00:00:00",android,"2023-05-13",9100
1233,"2023-05-13 00:00:00",windows,"2023-05-13",31635
1236,"2023-05-13 00:00:00",ipados,"2023-05-13",411
1239,"2023-05-12 00:00:00",ipados,"2023-05-12",373
1242,"2023-05-12 00:00:00",winphone,"2023-05-12",2
1245,"2023-05-12 00:00:00",ios,"2023-05-12",12910
1248,"2023-05-12 00:00:00",android,"2023-05-12",8807
1251,"2023-05-12 00:00:00",macos,"2023-05-12",322
1254,"2023-05-12 00:00:00",windows,"2023-05-12",32764
1257,"2023-05-11 00:00:00",android,"2023-05-11",8907
1260,"2023-05-11 00:00:00",ios,"2023-05-11",13448
1263,"2023-05-11 00:00:00",macos,"2023-05-11",411
1266,"2023-05-11 00:00:00",winphone,"2023-05-11",5
1269,"2023-05-11 00:00:00",windows,"2023-05-11",32456
1272,"2023-05-11 00:00:00",ipados,"2023-05-11",350
1275,"2023-05-10 00:00:00",windows,"2023-05-10",32651
1278,"2023-05-10 00:00:00",macos,"2023-05-10",323
1281,"2023-05-10 00:00:00",winphone,"2023-05-10",12
1284,"2023-05-10 00:00:00",ios,"2023-05-10",13008
1287,"2023-05-10 00:00:00",android,"2023-05-10",8884
1290,"2023-05-10 00:00:00",ipados,"2023-05-10",356
1293,"2023-05-09 00:00:00",macos,"2023-05-09",441
1296,"2023-05-09 00:00:00",winphone,"2023-05-09",6
1299,"2023-05-09 00:00:00",ios,"2023-05-09",12967
1302,"2023-05-09 00:00:00",windows,"2023-05-09",32053
1305,"2023-05-09 00:00:00",android,"2023-05-09",8836
1308,"2023-05-09 00:00:00",ipados,"2023-05-09",385
1311,"2023-05-08 00:00:00",windows,"2023-05-08",33049
1314,"2023-05-08 00:00:00",winphone,"2023-05-08",8
1317,"2023-05-08 00:00:00",ipados,"2023-05-08",373
1320,"2023-05-08 00:00:00",macos,"2023-05-08",659
1323,"2023-05-08 00:00:00",android,"2023-05-08",9250
1326,"2023-05-08 00:00:00",ios,"2023-05-08",13853
1329,"2023-05-07 00:00:00",ipados,"2023-05-07",422
1332,"2023-05-07 00:00:00",android,"2023-05-07",9993
1335,"2023-05-07 00:00:00",macos,"2023-05-07",710
1338,"2023-05-07 00:00:00",winphone,"2023-05-07",4
1341,"2023-05-07 00:00:00",ios,"2023-05-07",14038
1344,"2023-05-07 00:00:00",windows,"2023-05-07",29548
1347,"2023-05-06 00:00:00",android,"2023-05-06",9256
1350,"2023-05-06 00:00:00",ipados,"2023-05-06",387
1353,"2023-05-06 00:00:00",windows,"2023-05-06",32243
1356,"2023-05-06 00:00:00",macos,"2023-05-06",719
1359,"2023-05-06 00:00:00",winphone,"2023-05-06",5
1362,"2023-05-06 00:00:00",ios,"2023-05-06",12630
1365,"2023-05-05 00:00:00",ios,"2023-05-05",12815
1368,"2023-05-05 00:00:00",macos,"2023-05-05",701
1371,"2023-05-05 00:00:00",winphone,"2023-05-05",10
1374,"2023-05-05 00:00:00",windows,"2023-05-05",31765
1377,"2023-05-05 00:00:00",ipados,"2023-05-05",361
1380,"2023-05-05 00:00:00",android,"2023-05-05",9098
1383,"2023-05-04 00:00:00",ios,"2023-05-04",12699
